data,Q_obs,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2017-02-03,37.31,10.08,5.124,33.19,47.227,54.682,66.626,45.17,48.371
2017-02-04,37.78,0.17,5.079,30.82,45.863,52.5,61.908,40.882,45.592
2017-02-05,30.95,1.9,4.439,28.56,44.023,45.219,57.16,36.218,39.604
2017-02-06,27.47,0.0,5.033,26.05,41.751,39.673,52.951,32.016,34.938
2017-02-07,24.37,0.08,4.989,24.39,39.357,36.054,49.489,28.534,31.309
2017-02-08,23.59,15.56,5.835,39.2,40.179,36.663,51.929,32.245,28.493
2017-02-09,26.6,1.44,4.929,35.69,39.41,43.589,50.919,31.533,26.313
2017-02-10,23.12,1.11,4.899,30.0,37.86,38.005,48.601,29.29,24.632
2017-02-11,42.29,39.32,5.726,72.13,46.044,46.833,79.437,65.883,37.903
2017-02-12,82.14,15.36,5.238,78.71,64.584,94.028,89.781,79.197,56.362
2017-02-13,70.81,22.4,4.171,92.7,83.697,103.427,96.724,90.938,70.719
2017-02-14,124.9,20.86,3.707,104.89,103.119,128.543,99.462,99.653,88.468
2017-02-15,123.53,0.19,4.055,96.99,101.072,133.23,91.116,91.303,88.402
2017-02-16,85.16,0.61,4.135,88.49,90.713,93.343,80.069,78.09,74.3
2017-02-17,65.81,4.4,4.892,81.03,76.735,71.137,70.22,65.651,63.278
2017-02-18,54.67,1.09,4.842,73.12,66.263,59.555,62.135,54.721,54.674
2017-02-19,46.47,0.55,4.086,65.76,58.173,51.525,55.991,45.872,47.97
2017-02-20,40.92,0.27,3.959,59.05,51.805,45.587,51.441,39.02,42.756
2017-02-21,36.91,0.0,3.781,53.21,46.664,41.017,48.05,33.843,38.692
2017-02-22,33.2,0.06,4.063,47.99,42.466,37.385,45.445,29.981,35.518
2017-02-23,33.05,15.53,4.099,53.92,42.075,39.201,48.562,34.412,33.061
2017-02-24,50.96,2.19,4.176,53.77,40.681,49.617,48.113,34.001,31.166
2017-02-25,49.12,9.68,4.202,62.7,40.383,45.186,48.156,34.67,29.709
2017-02-26,47.71,1.62,4.319,52.99,39.089,45.587,46.189,32.835,28.593
2017-02-27,39.7,4.39,4.783,48.95,37.974,40.233,44.02,30.815,27.741
2017-02-28,34.87,2.89,5.021,45.45,36.746,35.852,41.74,28.69,27.096
2017-03-01,34.55,17.84,4.66,50.5,38.532,38.67,46.364,36.225,28.938
2017-03-02,36.67,3.9,4.63,56.53,38.689,51.543,46.271,36.968,30.42
2017-03-03,45.13,6.41,4.533,51.87,38.523,44.878,44.887,35.973,30.182
2017-03-04,42.14,5.6,4.489,52.55,38.239,41.136,42.808,34.206,30.884
2017-03-05,42.48,12.54,4.429,59.79,40.897,42.347,43.449,36.412,36.899
2017-03-06,47.22,1.38,4.386,53.52,46.167,48.481,41.625,34.89,40.82
2017-03-07,39.85,0.36,4.559,46.82,47.749,42.043,39.044,32.209,37.622
2017-03-08,34.05,0.18,4.363,43.15,42.161,36.786,36.429,29.481,35.123
2017-03-09,30.85,1.21,4.297,40.18,38.012,33.916,34.157,27.114,33.169
2017-03-10,29.14,3.46,4.354,42.8,35.311,31.583,32.5,25.449,31.643
2017-03-11,28.48,0.73,4.359,38.19,32.916,29.635,30.979,23.985,30.451
2017-03-12,28.88,21.96,4.039,46.34,35.056,34.411,40.046,36.4,29.518
2017-03-13,39.63,0.2,3.99,44.32,34.695,51.817,41.258,38.394,28.788
2017-03-14,38.33,0.01,3.993,37.9,33.206,43.526,39.27,36.354,28.214
2017-03-15,30.03,3.84,4.549,43.22,32.207,36.355,36.452,33.509,27.762
2017-03-16,34.18,23.6,3.953,59.13,37.588,41.516,45.495,46.435,35.281
2017-03-17,40.33,4.86,3.719,54.57,46.622,62.987,46.197,47.828,42.13
2017-03-18,33.9,0.71,4.001,47.31,47.703,53.389,43.182,44.259,39.691
2017-03-19,29.05,0.05,4.436,42.23,43.655,43.62,38.998,39.431,36.889
2017-03-20,26.29,0.0,4.065,39.03,38.572,39.034,35.052,34.827,34.685
2017-03-21,24.4,0.02,3.861,36.19,34.647,35.644,31.833,30.938,32.949
2017-03-22,23.0,0.0,3.649,33.53,31.491,32.876,29.356,27.831,31.58
2017-03-23,22.16,0.83,3.504,31.2,29.09,30.573,27.485,25.416,30.487
2017-03-24,21.35,0.6,2.773,28.88,27.202,28.637,26.029,23.562,29.606
2017-03-25,20.65,0.02,4.083,26.81,25.518,26.983,24.841,22.142,28.881
2017-03-26,19.79,0.7,3.842,24.97,24.167,25.536,23.839,21.037,28.277
2017-03-27,19.1,0.14,3.966,23.3,22.951,24.265,22.945,20.165,27.762
2017-03-28,18.33,0.31,3.715,21.81,21.896,23.136,22.128,19.457,27.316
2017-03-29,17.56,0.49,3.376,20.48,21.015,22.13,21.367,18.868,26.923
2017-03-30,16.93,0.0,3.489,19.29,20.16,21.23,20.643,18.364,26.566
2017-03-31,16.36,0.01,3.517,18.22,19.368,20.414,19.949,17.917,26.236
2017-04-01,15.79,0.0,3.105,17.27,18.613,19.672,19.283,17.509,25.925
2017-04-02,15.37,0.0,3.163,16.44,17.963,18.996,18.642,17.127,25.627
2017-04-03,15.02,0.17,3.537,15.71,17.395,18.376,18.024,16.763,25.336
2017-04-04,14.79,8.38,3.508,18.85,18.557,18.721,18.943,18.037,25.062
2017-04-05,18.42,37.74,3.597,35.96,26.217,28.741,49.634,51.618,39.731
2017-04-06,26.96,2.64,3.262,33.66,29.068,53.686,56.314,58.479,51.315
2017-04-07,23.54,0.08,3.524,25.4,29.036,43.026,52.881,54.728,45.553
2017-04-08,18.68,0.04,3.196,20.95,28.137,34.206,45.728,47.752,40.994
2017-04-09,16.51,0.01,2.319,19.08,26.89,31.368,38.568,40.618,37.381
2017-04-10,15.5,4.44,2.841,19.07,26.414,29.608,33.204,34.873,34.512
2017-04-11,21.63,13.67,3.945,38.19,28.071,31.795,33.089,34.987,33.627
2017-04-12,21.41,0.02,3.375,28.98,27.775,37.496,30.997,32.195,32.911
2017-04-13,17.74,0.56,3.647,22.69,26.715,32.867,28.467,28.726,30.929
2017-04-14,15.62,0.0,3.196,21.37,25.386,29.025,26.036,25.494,29.342
2017-04-15,14.65,0.01,2.42,20.14,23.998,27.138,23.979,22.782,28.065
2017-04-16,14.63,5.46,2.699,21.03,23.735,26.282,22.979,21.316,27.031
2017-04-17,14.01,0.05,3.176,19.31,22.867,26.794,21.832,19.802,26.189
2017-04-18,13.3,0.01,2.824,18.04,21.695,24.931,20.735,18.448,25.496
2017-04-19,12.76,0.0,2.803,17.22,20.574,23.266,19.735,17.316,24.92
2017-04-20,12.97,13.72,2.938,27.22,22.25,24.714,22.916,21.203,24.436
2017-04-21,16.25,5.93,2.509,26.12,23.417,31.76,23.842,22.393,24.024
2017-04-22,16.58,1.76,3.21,22.41,23.338,30.807,23.043,21.629,23.667
2017-04-23,16.22,0.01,2.937,19.35,22.536,26.866,21.53,20.218,23.353
2017-04-24,13.96,0.01,2.826,18.02,21.495,24.819,19.942,18.756,23.073
2017-04-25,12.81,0.06,2.772,17.1,20.418,23.542,18.548,17.46,22.819
2017-04-26,23.98,32.66,3.079,42.29,25.974,30.181,40.532,43.092,34.964
2017-04-27,28.71,0.2,3.001,37.32,33.703,53.557,45.005,47.983,44.559
2017-04-28,20.77,0.01,2.72,26.66,37.243,43.801,42.282,44.786,39.779
2017-04-29,16.8,0.0,3.121,23.69,32.523,35.306,36.913,39.192,36.0
2017-04-30,14.97,0.0,2.723,22.12,28.841,32.279,31.569,33.544,33.008
2017-05-01,13.95,0.0,2.617,20.95,25.925,29.896,27.237,28.672,30.635
2017-05-02,13.75,2.12,2.731,21.17,23.994,27.907,24.128,24.826,28.747
2017-05-03,13.82,0.21,2.559,20.0,22.255,26.231,21.863,21.814,27.24
2017-05-04,15.28,14.89,2.454,28.62,23.646,28.067,25.008,25.412,26.033
2017-05-05,18.0,2.19,1.99,26.52,23.757,35.989,25.002,25.068,25.06
2017-05-06,18.21,0.01,2.554,22.72,22.816,31.752,23.663,23.271,24.271
2017-05-07,17.46,0.01,2.777,20.55,21.611,27.77,21.892,21.202,23.626
2017-05-08,16.42,0.02,2.226,19.4,20.381,26.046,20.207,19.316,23.093
2017-05-09,14.64,0.14,2.612,18.52,19.224,24.636,18.792,17.751,22.648
2017-05-10,13.55,0.03,2.527,17.74,18.133,23.406,17.652,16.503,22.272
2017-05-11,12.88,0.02,2.877,17.02,17.104,22.323,16.735,15.525,21.949
2017-05-12,12.37,0.0,2.692,16.36,16.099,21.358,15.978,14.758,21.659
2017-05-13,12.31,1.95,2.666,27.03,15.659,20.499,15.411,14.201,21.4
2017-05-14,16.0,18.79,2.779,25.6,18.81,23.234,22.489,22.768,21.165
2017-05-15,17.22,0.07,2.489,20.9,19.513,32.733,23.738,24.363,20.949
2017-05-16,15.15,0.01,1.99,18.55,19.042,28.48,22.583,23.216,20.749
2017-05-17,13.31,0.0,1.94,17.45,18.255,24.603,20.544,21.255,20.56
2017-05-18,36.5,47.66,2.305,82.57,41.119,36.604,67.911,74.484,47.807
2017-05-19,204.31,54.83,1.982,130.63,103.025,119.219,143.223,167.609,134.593
2017-05-20,140.66,0.6,1.036,118.25,128.762,211.295,153.01,178.641,175.754
2017-05-21,87.64,5.23,2.066,102.09,108.931,131.741,136.967,160.095,145.257
2017-05-22,77.99,0.14,2.458,92.58,89.418,95.934,112.773,132.911,121.308
2017-05-23,61.21,5.69,2.115,87.52,79.429,77.555,91.142,107.772,101.363
2017-05-24,54.12,2.66,2.146,80.92,68.02,70.31,74.202,86.092,86.11
2017-05-25,49.67,0.03,2.61,73.79,60.516,59.699,61.972,68.594,73.167
2017-05-26,44.06,0.84,2.119,81.65,53.413,51.081,53.557,55.105,62.616
2017-05-27,112.94,20.68,2.383,92.66,53.629,55.779,57.082,60.453,65.615
2017-05-28,169.29,27.92,2.306,114.16,80.605,101.231,72.181,86.235,100.345
2017-05-29,183.46,3.14,2.25,112.23,92.11,140.981,72.728,86.243,117.266
2017-05-30,139.13,6.4,1.82,116.83,82.853,104.607,68.208,78.583,102.012
2017-05-31,203.27,51.58,2.255,179.99,109.06,142.209,119.231,167.097,179.344
2017-06-01,302.61,3.24,2.063,188.98,135.969,284.551,126.383,178.266,237.668
2017-06-02,207.06,0.08,2.227,166.87,118.588,166.42,116.125,160.052,193.726
